date,diesel_driving,diesel_home_heating,super,unleaded_100,unleaded_95,autogas
2018-04-03,1.321,1.002,1.641,1.743,1.551,0.799
2018-04-04,1.322,1.002,1.641,1.743,1.552,0.8
2018-04-05,1.323,1.003,1.645,1.738,1.554,0.799
2018-04-06,1.324,1.003,1.643,1.738,1.554,0.799
2018-04-07,1.324,1.003,1.643,1.74,1.555,0.799
2018-04-08,1.324,1.004,1.643,1.741,1.555,0.799
2018-04-09,1.325,1.004,1.643,1.743,1.555,0.799
2018-04-10,1.324,1.004,1.644,1.749,1.555,0.799
2018-04-11,1.324,1.004,1.644,1.75,1.554,0.798
2018-04-12,1.326,1.005,1.633,1.749,1.555,0.798
2018-04-13,1.328,1.008,1.648,1.742,1.557,0.798
2018-04-14,1.33,1.01,1.649,1.742,1.558,0.799
2018-04-15,1.33,1.01,1.65,1.743,1.558,0.798
2018-04-16,1.332,1.012,1.648,1.75,1.559,0.798
2018-04-17,1.334,1.014,1.648,1.75,1.562,0.801
2018-04-18,1.335,1.015,1.648,1.751,1.563,0.801
2018-04-19,1.337,1.016,1.648,1.75,1.563,0.801
2018-04-20,1.338,1.017,1.648,1.744,1.564,0.8
2018-04-21,1.339,1.017,1.65,1.744,1.565,0.799
2018-04-22,1.339,1.017,1.645,1.745,1.565,0.799
2018-04-23,1.34,1.018,1.644,1.751,1.566,0.799
2018-04-24,1.341,1.02,1.645,1.752,1.567,0.799
2018-04-25,1.343,1.022,1.647,1.754,1.57,0.799
2018-04-26,1.346,1.024,1.654,1.755,1.572,0.8
2018-04-27,1.348,1.025,1.645,1.75,1.575,0.8
2018-04-28,1.35,1.026,1.65,1.751,1.577,0.8
2018-04-29,1.35,1.026,1.65,1.751,1.577,0.8
2018-04-30,1.353,1.026,1.655,1.76,1.579,0.8
2018-05-01,1.354,1.026,1.655,1.761,1.58,0.8
2018-05-02,1.356,1.026,1.653,1.763,1.582,0.798
2018-05-03,1.359,1.026,1.673,1.764,1.585,0.798
2018-05-04,1.361,1.026,1.67,1.759,1.587,0.799
2018-05-05,1.362,1.026,1.672,1.76,1.588,0.8
2018-05-06,1.363,1.026,1.672,1.762,1.589,0.8
2018-05-07,1.364,1.026,1.675,1.774,1.59,0.801
2018-05-08,1.366,1.026,1.681,1.776,1.591,0.802
2018-05-09,1.367,1.026,1.685,1.777,1.593,0.804
2018-05-10,1.37,1.026,1.684,1.78,1.596,0.807
2018-05-11,1.375,1.026,1.683,1.777,1.601,0.81
2018-05-12,1.379,1.026,1.685,1.78,1.605,0.813
2018-05-13,1.379,1.026,1.687,1.781,1.605,0.813
2018-05-14,1.383,1.026,1.69,1.79,1.609,0.816
2018-05-15,1.385,1.026,1.675,1.793,1.612,0.818
2018-05-16,1.388,1.026,1.677,1.795,1.615,0.819
2018-05-17,1.392,1.026,1.679,1.797,1.618,0.82
2018-05-18,1.397,1.026,1.682,1.795,1.624,0.823
2018-05-19,1.402,1.026,1.678,1.798,1.629,0.823
2018-05-20,1.402,1.026,1.685,1.799,1.63,0.823
2018-05-21,1.407,1.026,1.689,1.808,1.634,0.824
2018-05-22,1.41,1.026,1.692,1.811,1.638,0.825
2018-05-23,1.414,1.026,1.696,1.814,1.642,0.826
2018-05-24,1.417,1.026,1.697,1.815,1.645,0.827
2018-05-25,1.42,1.026,1.703,1.811,1.647,0.827
2018-05-26,1.421,1.026,1.7,1.813,1.649,0.828
2018-05-27,1.422,1.026,1.7,1.814,1.65,0.828
2018-05-28,1.423,1.026,1.7,1.82,1.651,0.828
2018-05-29,1.425,1.026,1.702,1.822,1.652,0.828
2018-05-30,1.425,1.026,1.702,1.823,1.653,0.829
2018-05-31,1.426,1.026,1.71,1.823,1.654,0.829
2018-06-01,1.427,1.026,1.709,1.818,1.654,0.829
2018-06-02,1.427,1.026,1.715,1.818,1.654,0.83
2018-06-03,1.428,1.026,1.716,1.82,1.654,0.83
2018-06-04,1.428,1.026,1.718,1.827,1.654,0.83
2018-06-05,1.428,1.026,1.718,1.827,1.654,0.83
2018-06-06,1.427,1.026,1.723,1.828,1.653,0.831
2018-06-07,1.427,1.026,1.72,1.827,1.652,0.83
2018-06-08,1.426,1.026,1.716,1.82,1.65,0.829
2018-06-09,1.425,1.026,1.717,1.82,1.649,0.828
2018-06-10,1.424,1.026,1.718,1.821,1.648,0.828
2018-06-11,1.423,1.026,1.744,1.83,1.647,0.829
2018-06-12,1.421,1.026,1.74,1.829,1.645,0.829
2018-06-13,1.42,1.026,1.736,1.829,1.644,0.829
2018-06-14,1.42,1.026,1.746,1.827,1.643,0.829
2018-06-15,1.419,1.026,1.745,1.82,1.642,0.829
2018-06-16,1.418,1.026,1.747,1.818,1.642,0.829
2018-06-17,1.418,1.026,1.748,1.819,1.641,0.829
2018-06-18,1.417,1.026,1.743,1.826,1.64,0.827
2018-06-19,1.416,1.026,1.744,1.825,1.639,0.829
2018-06-20,1.415,1.026,1.744,1.824,1.637,0.829
2018-06-21,1.414,1.026,1.743,1.822,1.636,0.829
2018-06-22,1.413,1.026,1.739,1.815,1.635,0.829
2018-06-23,1.413,1.026,1.739,1.814,1.635,0.829
2018-06-24,1.413,1.026,1.741,1.815,1.634,0.828
2018-06-25,1.412,1.026,1.741,1.822,1.633,0.829
2018-06-26,1.411,1.026,1.741,1.821,1.632,0.829
2018-06-27,1.41,1.026,1.741,1.82,1.632,0.829
2018-06-28,1.41,1.026,1.741,1.82,1.631,0.829
2018-06-29,1.41,1.026,1.745,1.814,1.633,0.829
2018-06-30,1.41,1.026,1.729,1.814,1.634,0.83
2018-07-01,1.41,1.026,1.731,1.815,1.634,0.83
2018-07-02,1.411,1.026,1.727,1.824,1.636,0.831
2018-07-03,1.413,1.026,1.729,1.827,1.639,0.832
2018-07-04,1.413,1.026,1.729,1.835,1.641,0.832
2018-07-05,1.414,1.026,1.73,1.836,1.642,0.832
2018-07-06,1.415,1.026,1.726,1.83,1.643,0.832
2018-07-07,1.415,1.026,1.725,1.83,1.642,0.832
2018-07-08,1.416,1.026,1.728,1.831,1.643,0.832
2018-07-09,1.415,1.026,1.728,1.839,1.643,0.832
2018-07-10,1.416,1.026,1.725,1.84,1.644,0.833
2018-07-11,1.416,1.026,1.734,1.841,1.644,0.833
2018-07-12,1.416,1.026,1.734,1.841,1.645,0.834
2018-07-13,1.417,1.026,1.735,1.834,1.645,0.836
2018-07-14,1.417,1.026,1.735,1.834,1.645,0.836
2018-07-15,1.416,1.026,1.737,1.835,1.645,0.836
2018-07-16,1.417,1.026,1.745,1.842,1.644,0.837
2018-07-17,1.416,1.026,1.751,1.842,1.644,0.837
2018-07-18,1.415,1.026,1.754,1.841,1.642,0.838
2018-07-19,1.414,1.026,1.75,1.84,1.64,0.837
2018-07-20,1.413,1.026,1.75,1.83,1.639,0.836
2018-07-21,1.412,1.026,1.746,1.83,1.637,0.835
2018-07-22,1.411,1.026,1.746,1.831,1.637,0.836
2018-07-23,1.41,1.026,1.746,1.838,1.636,0.835
2018-07-24,1.41,1.026,1.742,1.838,1.636,0.835
2018-07-25,1.41,1.026,1.742,1.837,1.636,0.833
2018-07-26,1.41,1.026,1.736,1.836,1.635,0.832
2018-07-27,1.41,1.026,1.737,1.829,1.637,0.831
2018-07-28,1.411,1.026,1.737,1.829,1.638,0.831
2018-07-29,1.411,1.026,1.746,1.831,1.638,0.831
2018-07-30,1.411,1.026,1.744,1.838,1.639,0.831
2018-07-31,1.411,1.026,1.743,1.839,1.64,0.832
2018-08-01,1.412,1.026,1.74,1.839,1.642,0.832
2018-08-02,1.413,1.026,1.731,1.838,1.643,0.832
2018-08-03,1.413,1.026,1.731,1.831,1.643,0.832
2018-08-04,1.413,1.026,1.72,1.831,1.643,0.832
2018-08-05,1.413,1.026,1.707,1.833,1.643,0.832
2018-08-06,1.414,1.026,1.731,1.841,1.643,0.832
2018-08-07,1.413,1.026,1.731,1.84,1.644,0.832
2018-08-08,1.413,1.026,1.734,1.841,1.644,0.832
2018-08-09,1.414,1.026,1.731,1.839,1.644,0.832
2018-08-10,1.414,1.026,1.731,1.833,1.644,0.832
2018-08-11,1.414,1.026,1.731,1.833,1.644,0.832
2018-08-12,1.415,1.026,1.736,1.834,1.644,0.832
2018-08-13,1.415,1.026,1.737,1.842,1.644,0.833
2018-08-14,1.415,1.026,1.732,1.843,1.644,0.833
2018-08-15,1.415,1.026,1.733,1.844,1.644,0.833
2018-08-16,1.416,1.026,1.735,1.845,1.644,0.834
2018-08-17,1.415,1.026,1.731,1.837,1.644,0.834
2018-08-18,1.415,1.026,1.731,1.837,1.643,0.835
2018-08-19,1.415,1.026,1.697,1.838,1.643,0.835
2018-08-20,1.415,1.026,1.74,1.846,1.643,0.835
2018-08-21,1.415,1.026,1.733,1.844,1.643,0.835
2018-08-22,1.415,1.026,1.733,1.845,1.644,0.835
2018-08-23,1.416,1.026,1.724,1.844,1.643,0.835
2018-08-24,1.416,1.026,1.709,1.836,1.643,0.836
2018-08-25,1.416,1.026,1.715,1.836,1.643,0.836
2018-08-26,1.416,1.026,1.715,1.839,1.643,0.836
2018-08-27,1.416,1.026,1.718,1.846,1.643,0.837
2018-08-28,1.416,1.026,1.718,1.845,1.643,0.837
2018-08-29,1.415,1.026,1.718,1.845,1.643,0.837
2018-08-30,1.417,1.026,1.726,1.843,1.643,0.837
2018-08-31,1.418,1.026,1.728,1.834,1.643,0.837
2018-09-01,1.418,1.026,1.729,1.833,1.644,0.838
2018-09-02,1.418,1.026,1.726,1.835,1.644,0.837
2018-09-03,1.419,1.026,1.729,1.841,1.644,0.836
2018-09-04,1.421,1.026,1.734,1.841,1.645,0.838
2018-09-05,1.422,1.026,1.732,1.842,1.646,0.84
2018-09-06,1.424,1.026,1.739,1.841,1.646,0.842
2018-09-07,1.425,1.026,1.738,1.834,1.647,0.843
2018-09-08,1.426,1.026,1.74,1.834,1.647,0.844
2018-09-09,1.426,1.026,1.74,1.835,1.647,0.844
2018-09-10,1.426,1.026,1.745,1.841,1.646,0.845
2018-09-11,1.426,1.026,1.745,1.841,1.647,0.845
2018-09-12,1.426,1.026,1.745,1.841,1.646,0.846
2018-09-13,1.427,1.026,1.746,1.839,1.646,0.847
2018-09-14,1.427,1.026,1.746,1.833,1.646,0.848
2018-09-15,1.427,1.026,1.748,1.832,1.645,0.848
2018-09-16,1.428,1.026,1.751,1.834,1.645,0.848
2018-09-17,1.428,1.026,1.747,1.842,1.645,0.849
2018-09-18,1.427,1.026,1.741,1.841,1.644,0.85
2018-09-19,1.427,1.026,1.746,1.842,1.644,0.85
2018-09-20,1.427,1.026,1.75,1.841,1.642,0.85
2018-09-21,1.427,1.026,1.724,1.834,1.641,0.851
2018-09-22,1.426,1.026,1.724,1.835,1.64,0.851
2018-09-23,1.426,1.026,1.724,1.836,1.639,0.851
2018-09-24,1.425,1.026,1.724,1.843,1.639,0.851
2018-09-25,1.425,1.026,1.721,1.843,1.639,0.851
2018-09-26,1.425,1.026,1.718,1.843,1.639,0.851
2018-09-27,1.425,1.026,1.718,1.841,1.639,0.853
2018-09-28,1.427,1.026,1.722,1.834,1.64,0.854
2018-09-29,1.429,1.026,1.72,1.834,1.641,0.855
2018-09-30,1.429,1.026,1.72,1.836,1.641,0.856
2018-10-01,1.431,1.026,1.722,1.843,1.643,0.857
2018-10-02,1.434,1.026,1.727,1.843,1.646,0.859
2018-10-03,1.439,1.026,1.746,1.844,1.65,0.863
2018-10-04,1.447,1.026,1.759,1.846,1.655,0.867
2018-10-05,1.453,1.026,1.759,1.842,1.66,0.871
2018-10-06,1.457,1.026,1.76,1.843,1.663,0.874
2018-10-07,1.458,1.026,1.761,1.845,1.663,0.875
2018-10-08,1.462,1.026,1.764,1.852,1.665,0.877
2018-10-09,1.466,1.026,1.764,1.853,1.667,0.881
2018-10-10,1.468,1.026,1.76,1.854,1.669,0.884
2018-10-11,1.471,1.026,1.76,1.854,1.669,0.886
2018-10-12,1.472,1.026,1.76,1.848,1.669,0.887
2018-10-13,1.473,1.026,1.76,1.848,1.669,0.887
2018-10-14,1.473,1.026,1.762,1.849,1.668,0.887
2018-10-15,1.474,1.145,1.764,1.854,1.667,0.888
2018-10-16,1.474,1.149,1.762,1.854,1.666,0.888
2018-10-17,1.473,1.147,1.755,1.852,1.664,0.888
2018-10-18,1.473,1.145,1.754,1.851,1.661,0.887
2018-10-19,1.473,1.145,1.749,1.844,1.658,0.886
2018-10-20,1.472,1.145,1.746,1.844,1.657,0.885
2018-10-21,1.472,1.145,1.746,1.845,1.655,0.884
2018-10-22,1.472,1.146,1.746,1.852,1.653,0.883
2018-10-23,1.471,1.146,1.738,1.851,1.651,0.882
2018-10-24,1.47,1.146,1.73,1.85,1.649,0.881
2018-10-25,1.469,1.146,1.725,1.848,1.648,0.881
2018-10-26,1.469,1.146,1.726,1.841,1.646,0.88
2018-10-27,1.468,1.146,1.718,1.84,1.645,0.879
2018-10-28,1.467,1.146,1.718,1.84,1.643,0.879
2018-10-29,1.467,1.146,1.717,1.84,1.642,0.877
2018-10-30,1.466,1.146,1.717,1.838,1.641,0.876
2018-10-31,1.466,1.146,1.717,1.837,1.639,0.874
2018-11-01,1.466,1.146,1.717,1.836,1.638,0.873
2018-11-02,1.465,1.145,1.719,1.829,1.636,0.872
2018-11-03,1.465,1.145,1.731,1.827,1.634,0.871
2018-11-04,1.465,1.145,1.736,1.828,1.633,0.87
2018-11-05,1.464,1.143,1.745,1.833,1.631,0.869
2018-11-06,1.463,1.142,1.742,1.829,1.627,0.867
2018-11-07,1.461,1.139,1.742,1.826,1.622,0.865
2018-11-08,1.459,1.137,1.757,1.822,1.618,0.862
2018-11-09,1.457,1.136,1.757,1.815,1.613,0.859
2018-11-10,1.456,1.134,1.756,1.812,1.61,0.856
2018-11-11,1.455,1.134,1.756,1.813,1.609,0.856
2018-11-12,1.454,1.132,1.762,1.816,1.605,0.854
2018-11-13,1.453,1.131,1.758,1.814,1.601,0.852
2018-11-14,1.451,1.129,1.755,1.812,1.597,0.849
2018-11-15,1.45,1.127,1.754,1.808,1.594,0.847
2018-11-16,1.449,1.125,1.754,1.801,1.59,0.844
2018-11-17,1.447,1.124,1.754,1.799,1.587,0.842
2018-11-18,1.447,1.123,1.754,1.799,1.586,0.841
2018-11-19,1.445,1.12,1.754,1.802,1.583,0.839
2018-11-20,1.443,1.117,1.754,1.799,1.579,0.837
2018-11-21,1.44,1.113,1.749,1.796,1.574,0.834
2018-11-22,1.437,1.109,1.751,1.792,1.57,0.831
2018-11-23,1.433,1.104,1.741,1.783,1.565,0.828
2018-11-24,1.43,1.101,1.739,1.78,1.561,0.826
2018-11-25,1.429,1.1,1.739,1.78,1.559,0.826
2018-11-26,1.425,1.094,1.738,1.782,1.554,0.822
2018-11-27,1.42,1.089,1.738,1.779,1.55,0.82
2018-11-28,1.415,1.084,1.725,1.776,1.545,0.817
2018-11-29,1.411,1.078,1.733,1.773,1.541,0.816
2018-11-30,1.407,1.073,1.731,1.766,1.538,0.813
2018-12-01,1.404,1.069,1.73,1.764,1.535,0.81
2018-12-02,1.402,1.068,1.73,1.763,1.534,0.809
2018-12-03,1.398,1.063,1.729,1.765,1.53,0.807
2018-12-04,1.394,1.059,1.721,1.764,1.528,0.805
2018-12-05,1.39,1.056,1.733,1.762,1.526,0.803
2018-12-06,1.388,1.054,1.739,1.761,1.524,0.802
2018-12-07,1.385,1.052,1.735,1.755,1.522,0.8
2018-12-08,1.383,1.051,1.734,1.754,1.521,0.8
2018-12-09,1.382,1.05,1.735,1.754,1.52,0.799
2018-12-10,1.379,1.049,1.724,1.758,1.518,0.799
2018-12-11,1.378,1.048,1.724,1.758,1.517,0.798
2018-12-12,1.375,1.046,1.723,1.757,1.516,0.796
2018-12-13,1.373,1.046,1.725,1.756,1.514,0.796
2018-12-14,1.371,1.044,1.714,1.749,1.513,0.794
2018-12-15,1.37,1.044,1.714,1.741,1.512,0.793
2018-12-16,1.369,1.043,1.712,1.741,1.511,0.793
2018-12-17,1.368,1.042,1.71,1.747,1.51,0.791
2018-12-18,1.367,1.04,1.715,1.747,1.509,0.79
2018-12-19,1.365,1.039,1.709,1.745,1.507,0.789
2018-12-20,1.363,1.037,1.707,1.742,1.506,0.789
2018-12-21,1.361,1.034,1.714,1.732,1.504,0.787
2018-12-22,1.359,1.031,1.714,1.73,1.501,0.787
2018-12-23,1.358,1.03,1.714,1.731,1.5,0.786
2018-12-24,1.356,1.027,1.715,1.734,1.497,0.785
2018-12-25,1.355,1.026,1.715,1.734,1.497,0.785
2018-12-26,1.354,1.025,1.731,1.733,1.496,0.785
2018-12-27,1.351,1.021,1.731,1.73,1.493,0.783
2018-12-28,1.347,1.017,1.728,1.719,1.489,0.782
2018-12-29,1.344,1.014,1.732,1.718,1.486,0.78
2018-12-30,1.343,1.013,1.731,1.718,1.485,0.78
2018-12-31,1.34,1.011,1.731,1.723,1.483,0.779
2019-01-01,1.34,1.01,1.731,1.723,1.483,0.779
2019-01-02,1.337,1.007,1.737,1.72,1.481,0.779
2019-01-03,1.334,1.003,1.741,1.717,1.478,0.776
2019-01-04,1.332,1.001,1.741,1.709,1.477,0.775
2019-01-05,1.331,1.0,1.739,1.708,1.476,0.775
2019-01-06,1.33,0.999,1.739,1.709,1.476,0.774
2019-01-07,1.33,0.998,1.711,1.709,1.475,0.774
2019-01-08,1.328,0.998,1.71,1.708,1.476,0.773
2019-01-09,1.328,0.999,1.698,1.709,1.476,0.774
2019-01-10,1.329,1.002,1.698,1.708,1.477,0.773
2019-01-11,1.33,1.004,1.698,1.701,1.479,0.773
2019-01-12,1.33,1.007,1.692,1.701,1.479,0.773
2019-01-13,1.33,1.007,1.694,1.702,1.48,0.773
2019-01-14,1.331,1.009,1.695,1.71,1.481,0.774
2019-01-15,1.332,1.012,1.695,1.71,1.483,0.774
2019-01-16,1.333,1.014,1.693,1.71,1.485,0.774
2019-01-17,1.334,1.015,1.69,1.709,1.486,0.774
2019-01-18,1.335,1.017,1.69,1.703,1.486,0.774
2019-01-19,1.335,1.017,1.694,1.703,1.487,0.775
2019-01-20,1.336,1.018,1.698,1.703,1.487,0.775
2019-01-21,1.337,1.019,1.704,1.712,1.488,0.776
2019-01-22,1.338,1.02,1.694,1.712,1.489,0.775
2019-01-23,1.339,1.022,1.718,1.712,1.49,0.776
2019-01-24,1.34,1.023,1.709,1.71,1.491,0.776
2019-01-25,1.34,1.023,1.709,1.703,1.49,0.776
2019-01-26,1.34,1.024,1.709,1.703,1.491,0.776
2019-01-27,1.34,1.024,1.713,1.704,1.49,0.776
2019-01-28,1.341,1.025,1.722,1.711,1.491,0.776
2019-01-29,1.341,1.025,1.722,1.712,1.491,0.776
2019-01-30,1.34,1.025,1.722,1.711,1.49,0.776
2019-01-31,1.341,1.025,1.722,1.711,1.49,0.776
2019-02-01,1.341,1.025,1.729,1.704,1.49,0.777
2019-02-02,1.341,1.026,1.723,1.703,1.49,0.776
2019-02-03,1.342,1.026,1.723,1.705,1.49,0.776
2019-02-04,1.342,1.026,1.728,1.713,1.49,0.777
2019-02-05,1.342,1.026,1.716,1.714,1.491,0.776
2019-02-06,1.342,1.027,1.707,1.714,1.491,0.778
2019-02-07,1.343,1.028,1.711,1.713,1.491,0.777
2019-02-08,1.344,1.028,1.711,1.705,1.491,0.777
2019-02-09,1.344,1.028,1.712,1.704,1.492,0.777
2019-02-10,1.345,1.029,1.713,1.706,1.492,0.778
2019-02-11,1.345,1.029,1.713,1.712,1.492,0.779
2019-02-12,1.346,1.03,1.713,1.712,1.493,0.779
2019-02-13,1.347,1.031,1.713,1.713,1.494,0.78
2019-02-14,1.349,1.033,1.702,1.712,1.497,0.781
2019-02-15,1.352,1.036,1.7,1.706,1.5,0.782
2019-02-16,1.354,1.038,1.699,1.707,1.502,0.783
2019-02-17,1.354,1.038,1.699,1.709,1.503,0.784
2019-02-18,1.357,1.041,1.699,1.717,1.506,0.786
2019-02-19,1.361,1.046,1.699,1.72,1.511,0.788
2019-02-20,1.364,1.05,1.706,1.722,1.515,0.79
2019-02-21,1.368,1.055,1.711,1.723,1.519,0.791
2019-02-22,1.371,1.058,1.711,1.721,1.524,0.793
2019-02-23,1.374,1.059,1.711,1.723,1.528,0.795
2019-02-24,1.374,1.06,1.711,1.724,1.528,0.796
2019-02-25,1.376,1.061,1.711,1.732,1.531,0.801
2019-02-26,1.377,1.062,1.708,1.733,1.534,0.802
2019-02-27,1.378,1.063,1.7,1.734,1.535,0.803
2019-02-28,1.379,1.063,1.7,1.733,1.536,0.804
2019-03-01,1.38,1.064,1.7,1.729,1.537,0.806
2019-03-02,1.38,1.064,1.7,1.729,1.538,0.806
2019-03-03,1.38,1.064,1.7,1.731,1.538,0.806
2019-03-04,1.381,1.064,1.7,1.736,1.539,0.807
2019-03-05,1.382,1.065,1.698,1.738,1.54,0.807
2019-03-06,1.382,1.065,1.698,1.739,1.541,0.807
2019-03-07,1.383,1.065,1.7,1.739,1.543,0.808
2019-03-08,1.385,1.066,1.7,1.736,1.546,0.808
2019-03-09,1.385,1.066,1.707,1.737,1.548,0.809
2019-03-10,1.385,1.066,1.722,1.738,1.548,0.809
2019-03-11,1.386,1.065,1.714,1.743,1.548,0.809
2019-03-12,1.386,1.066,1.716,1.745,1.551,0.809
2019-03-13,1.386,1.065,1.724,1.748,1.554,0.811
2019-03-14,1.387,1.065,1.713,1.754,1.556,0.812
2019-03-15,1.388,1.065,1.715,1.75,1.559,0.815
2019-03-16,1.388,1.065,1.722,1.751,1.56,0.816
2019-03-17,1.388,1.065,1.722,1.752,1.561,0.817
2019-03-18,1.388,1.065,1.722,1.76,1.563,0.818
2019-03-19,1.388,1.064,1.693,1.762,1.565,0.818
2019-03-20,1.388,1.064,1.697,1.763,1.566,0.819
2019-03-21,1.388,1.064,1.696,1.763,1.568,0.82
2019-03-22,1.389,1.064,1.686,1.758,1.57,0.821
2019-03-23,1.389,1.063,1.687,1.759,1.572,0.822
2019-03-24,1.389,1.063,1.678,1.76,1.572,0.822
2019-03-25,1.389,1.063,1.678,1.766,1.572,0.823
2019-03-26,1.389,1.063,1.682,1.768,1.575,0.824
2019-03-27,1.389,1.063,1.686,1.772,1.579,0.824
2019-03-28,1.389,1.062,1.692,1.778,1.582,0.825
2019-03-29,1.389,1.062,1.686,1.775,1.585,0.824
2019-03-30,1.389,1.063,1.688,1.776,1.587,0.825
2019-03-31,1.39,1.062,1.687,1.778,1.588,0.825
2019-04-01,1.39,1.062,1.681,1.787,1.59,0.825
2019-04-02,1.39,1.063,1.691,1.789,1.593,0.824
2019-04-03,1.39,1.063,1.691,1.791,1.596,0.824
2019-04-04,1.391,1.064,1.71,1.793,1.6,0.824
2019-04-05,1.392,1.064,1.707,1.789,1.605,0.824
2019-04-06,1.393,1.065,1.71,1.791,1.608,0.824
2019-04-07,1.393,1.066,1.725,1.792,1.608,0.824
2019-04-08,1.394,1.066,1.726,1.8,1.611,0.824
2019-04-09,1.395,1.067,1.727,1.803,1.615,0.823
2019-04-10,1.395,1.068,1.728,1.805,1.618,0.823
2019-04-11,1.397,1.069,1.729,1.807,1.621,0.823
2019-04-12,1.398,1.071,1.737,1.803,1.625,0.823
2019-04-13,1.399,1.071,1.737,1.805,1.627,0.823
2019-04-14,1.399,1.071,1.744,1.807,1.628,0.823
2019-04-15,1.4,1.072,1.744,1.822,1.63,0.823
2019-04-16,1.4,1.073,1.744,1.824,1.633,0.823
2019-04-17,1.401,1.074,1.746,1.826,1.635,0.823
2019-04-18,1.402,1.074,1.761,1.826,1.636,0.823
2019-04-19,1.402,1.074,1.761,1.82,1.637,0.823
2019-04-20,1.403,1.075,1.762,1.821,1.637,0.824
2019-04-21,1.403,1.075,1.772,1.824,1.637,0.824
2019-04-22,1.404,1.075,1.775,1.831,1.639,0.823
2019-04-23,1.404,1.076,1.775,1.832,1.64,0.823
2019-04-24,1.405,1.078,1.768,1.834,1.642,0.823
2019-04-25,1.407,1.078,1.768,1.836,1.645,0.823
